verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
right,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Edward asks: Is Sharon right that Sophia got a tattoo? Question: Does Edward believe that Sophia got a tattoo?,Edward asks: Is Sharon right that Sophia got a tattoo?,Does Edward believe that Sophia got a tattoo?,Does Edward believe that Sophia didn't get a tattoo?
confess,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Brian asks: Did Jonathan confess that Sophia got a tattoo? Question: Does Brian believe that Sophia got a tattoo?,Brian asks: Did Jonathan confess that Sophia got a tattoo?,Does Brian believe that Sophia got a tattoo?,Does Brian believe that Sophia didn't get a tattoo?
confirm,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kimberly asks: Did Laura confirm that Sophia got a tattoo? Question: Does Kimberly believe that Sophia got a tattoo?,Kimberly asks: Did Laura confirm that Sophia got a tattoo?,Does Kimberly believe that Sophia got a tattoo?,Does Kimberly believe that Sophia didn't get a tattoo?
demonstrate,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Dorothy asks: Did Nicholas demonstrate that Sophia got a tattoo? Question: Does Dorothy believe that Sophia got a tattoo?,Dorothy asks: Did Nicholas demonstrate that Sophia got a tattoo?,Does Dorothy believe that Sophia got a tattoo?,Does Dorothy believe that Sophia didn't get a tattoo?
discover,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Dorothy asks: Did Jeffrey discover that Sophia got a tattoo? Question: Does Dorothy believe that Sophia got a tattoo?,Dorothy asks: Did Jeffrey discover that Sophia got a tattoo?,Does Dorothy believe that Sophia got a tattoo?,Does Dorothy believe that Sophia didn't get a tattoo?
establish,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kathleen asks: Did Melissa establish that Sophia got a tattoo? Question: Does Kathleen believe that Sophia got a tattoo?,Kathleen asks: Did Melissa establish that Sophia got a tattoo?,Does Kathleen believe that Sophia got a tattoo?,Does Kathleen believe that Sophia didn't get a tattoo?
hear,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Christopher asks: Did Jacob hear that Sophia got a tattoo? Question: Does Christopher believe that Sophia got a tattoo?,Christopher asks: Did Jacob hear that Sophia got a tattoo?,Does Christopher believe that Sophia got a tattoo?,Does Christopher believe that Sophia didn't get a tattoo?
inform,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Betty asks: Did Jonathan inform Jane that Sophia got a tattoo? Question: Does Betty believe that Sophia got a tattoo?,Betty asks: Did Jonathan inform Jane that Sophia got a tattoo?,Does Betty believe that Sophia got a tattoo?,Does Betty believe that Sophia didn't get a tattoo?
know,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Sandra asks: Does Jason know that Sophia got a tattoo? Question: Does Sandra believe that Sophia got a tattoo?,Sandra asks: Does Jason know that Sophia got a tattoo?,Does Sandra believe that Sophia got a tattoo?,Does Sandra believe that Sophia didn't get a tattoo?
pretend,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Cynthia asks: Did Ryan pretend that Sophia got a tattoo? Question: Does Cynthia believe that Sophia got a tattoo?,Cynthia asks: Did Ryan pretend that Sophia got a tattoo?,Does Cynthia believe that Sophia got a tattoo?,Does Cynthia believe that Sophia didn't get a tattoo?
prove,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Dorothy asks: Did Carol prove that Sophia got a tattoo? Question: Does Dorothy believe that Sophia got a tattoo?,Dorothy asks: Did Carol prove that Sophia got a tattoo?,Does Dorothy believe that Sophia got a tattoo?,Does Dorothy believe that Sophia didn't get a tattoo?
reveal,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Daniel asks: Did Carol reveal that Sophia got a tattoo? Question: Does Daniel believe that Sophia got a tattoo?,Daniel asks: Did Carol reveal that Sophia got a tattoo?,Does Daniel believe that Sophia got a tattoo?,Does Daniel believe that Sophia didn't get a tattoo?
say,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Lisa asks: Did Amanda say that Sophia got a tattoo? Question: Does Lisa believe that Sophia got a tattoo?,Lisa asks: Did Amanda say that Sophia got a tattoo?,Does Lisa believe that Sophia got a tattoo?,Does Lisa believe that Sophia didn't get a tattoo?
see,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Kenneth asks: Did Gary see that Sophia got a tattoo? Question: Does Kenneth believe that Sophia got a tattoo?,Kenneth asks: Did Gary see that Sophia got a tattoo?,Does Kenneth believe that Sophia got a tattoo?,Does Kenneth believe that Sophia didn't get a tattoo?
suggest,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Tyler asks: Did Laura suggest that Sophia got a tattoo? Question: Does Tyler believe that Sophia got a tattoo?,Tyler asks: Did Laura suggest that Sophia got a tattoo?,Does Tyler believe that Sophia got a tattoo?,Does Tyler believe that Sophia didn't get a tattoo?
think,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Karen asks: Does Nicholas think that Sophia got a tattoo? Question: Does Karen believe that Sophia got a tattoo?,Karen asks: Does Nicholas think that Sophia got a tattoo?,Does Karen believe that Sophia got a tattoo?,Does Karen believe that Sophia didn't get a tattoo?
polar,p,low_prior,Sophia,Sophia is a high end fashion model.,Fact: Sophia is a high end fashion model. Sentence: Karen asks: Did Sophia get a tattoo? Question: Does Karen believe that Sophia got a tattoo?,Karen asks: Did Sophia get a tattoo?,Does Karen believe that Sophia got a tattoo?,
acknowledge,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Jennifer asks: Did Emily acknowledge that Mary is not pregnant? Question: Does Jennifer believe that Mary is not pregnant?,Jennifer asks: Did Emily acknowledge that Mary is not pregnant?,Does Jennifer believe that Mary is not pregnant?,Does Jennifer believe that Mary is pregnant?
admit,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Scott asks: Did Eric admit that Mary is not pregnant? Question: Does Scott believe that Mary is not pregnant?,Scott asks: Did Eric admit that Mary is not pregnant?,Does Scott believe that Mary is not pregnant?,Does Scott believe that Mary is pregnant?
announce,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kevin asks: Did Jason announce that Mary is not pregnant? Question: Does Kevin believe that Mary is not pregnant?,Kevin asks: Did Jason announce that Mary is not pregnant?,Does Kevin believe that Mary is not pregnant?,Does Kevin believe that Mary is pregnant?
annoyed,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Lisa asks: Is Jeffrey annoyed that Mary is not pregnant? Question: Does Lisa believe that Mary is not pregnant?,Lisa asks: Is Jeffrey annoyed that Mary is not pregnant?,Does Lisa believe that Mary is not pregnant?,Does Lisa believe that Mary is pregnant?
right,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Larry asks: Is Laura right that Mary is not pregnant? Question: Does Larry believe that Mary is not pregnant?,Larry asks: Is Laura right that Mary is not pregnant?,Does Larry believe that Mary is not pregnant?,Does Larry believe that Mary is pregnant?
confess,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Dorothy asks: Did Nicholas confess that Mary is not pregnant? Question: Does Dorothy believe that Mary is not pregnant?,Dorothy asks: Did Nicholas confess that Mary is not pregnant?,Does Dorothy believe that Mary is not pregnant?,Does Dorothy believe that Mary is pregnant?
confirm,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kenneth asks: Did Timothy confirm that Mary is not pregnant? Question: Does Kenneth believe that Mary is not pregnant?,Kenneth asks: Did Timothy confirm that Mary is not pregnant?,Does Kenneth believe that Mary is not pregnant?,Does Kenneth believe that Mary is pregnant?
demonstrate,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Daniel asks: Did Laura demonstrate that Mary is not pregnant? Question: Does Daniel believe that Mary is not pregnant?,Daniel asks: Did Laura demonstrate that Mary is not pregnant?,Does Daniel believe that Mary is not pregnant?,Does Daniel believe that Mary is pregnant?
discover,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Edward asks: Did Gary discover that Mary is not pregnant? Question: Does Edward believe that Mary is not pregnant?,Edward asks: Did Gary discover that Mary is not pregnant?,Does Edward believe that Mary is not pregnant?,Does Edward believe that Mary is pregnant?
establish,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: George asks: Did Sharon establish that Mary is not pregnant? Question: Does George believe that Mary is not pregnant?,George asks: Did Sharon establish that Mary is not pregnant?,Does George believe that Mary is not pregnant?,Does George believe that Mary is pregnant?
hear,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Brian asks: Did Michelle hear that Mary is not pregnant? Question: Does Brian believe that Mary is not pregnant?,Brian asks: Did Michelle hear that Mary is not pregnant?,Does Brian believe that Mary is not pregnant?,Does Brian believe that Mary is pregnant?
inform,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Kimberly asks: Did Gary inform Jane that Mary is not pregnant? Question: Does Kimberly believe that Mary is not pregnant?,Kimberly asks: Did Gary inform Jane that Mary is not pregnant?,Does Kimberly believe that Mary is not pregnant?,Does Kimberly believe that Mary is pregnant?
know,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Jennifer asks: Does Jonathan know that Mary is not pregnant? Question: Does Jennifer believe that Mary is not pregnant?,Jennifer asks: Does Jonathan know that Mary is not pregnant?,Does Jennifer believe that Mary is not pregnant?,Does Jennifer believe that Mary is pregnant?
pretend,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Larry asks: Did Emily pretend that Mary is not pregnant? Question: Does Larry believe that Mary is not pregnant?,Larry asks: Did Emily pretend that Mary is not pregnant?,Does Larry believe that Mary is not pregnant?,Does Larry believe that Mary is pregnant?
prove,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Christopher asks: Did Ryan prove that Mary is not pregnant? Question: Does Christopher believe that Mary is not pregnant?,Christopher asks: Did Ryan prove that Mary is not pregnant?,Does Christopher believe that Mary is not pregnant?,Does Christopher believe that Mary is pregnant?
reveal,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Jennifer asks: Did Carol reveal that Mary is not pregnant? Question: Does Jennifer believe that Mary is not pregnant?,Jennifer asks: Did Carol reveal that Mary is not pregnant?,Does Jennifer believe that Mary is not pregnant?,Does Jennifer believe that Mary is pregnant?
say,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Paul asks: Did Jason say that Mary is not pregnant? Question: Does Paul believe that Mary is not pregnant?,Paul asks: Did Jason say that Mary is not pregnant?,Does Paul believe that Mary is not pregnant?,Does Paul believe that Mary is pregnant?
see,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Paul asks: Did Amanda see that Mary is not pregnant? Question: Does Paul believe that Mary is not pregnant?,Paul asks: Did Amanda see that Mary is not pregnant?,Does Paul believe that Mary is not pregnant?,Does Paul believe that Mary is pregnant?
suggest,not_p,high_prior,Mary,Mary is taking a prenatal yoga class.,Fact: Mary is taking a prenatal yoga class. Sentence: Sandra asks: Did Emily suggest that Mary is not pregnant? Question: Does Sandra believe that Mary is not pregnant?,Sandra asks: Did Emily suggest that Mary is not pregnant?,Does Sandra believe that Mary is not pregnant?,Does Sandra believe that Mary is pregnant?
